Index,Name,Year,Location,Citation,ACM Fellow Profile,Google Scholar Profile,Affiliation,Interests
275,Tarek Abdelzaher,2019,USA,"For interdisciplinary contributions that bridge cyber-physical systems, social sensing, real-time computing, and control",https://awards.acm.org/award-recipients/abdelzaher_UJ76483,https://scholar.google.com/citations?user=cA28Zs0AAAAJ,University of Illinois,Real-time Systems wireless sensor networks cyber-physical systems embedded systems social sensing
276,Timothy Chan,2019,USA,"For contributions to computational geometry, algorithms, and data structures",https://awards.acm.org/award-recipients/chan_4172730,https://scholar.google.com/citations?user=0W87xxYAAAAJ,Cleveland Clinic,medicine oncology immunology genomics biology
277,Timothy Pinkston ,2019,USA,"For contributions to interconnection network routing algorithms and architectures, and leadership in expanding computing research",https://awards.acm.org/award-recipients/pinkston_4451597,https://scholar.google.com/citations?user=eZSkx1wAAAAJ,"Professor of Electrical Engineering, University of Southern California",Computer Systems Architecture
278,Vincent Conitzer,2019,USA,"For contributions to game theory, social choice theory, and mechanism design",https://awards.acm.org/award-recipients/conitzer_3162059,https://scholar.google.com/citations?user=juRk4lQAAAAJ,Carnegie Mellon University,artificial intelligence computer science economics philosophy game theory
279,Wendy Elizabeth Mackay,2019,France,"For contributions to human-computer interaction, mixed reality and participatory design, and leadership in ACM SIGCHI",https://awards.acm.org/award-recipients/mackay_4789780,https://scholar.google.com/citations?user=nxSqwG4AAAAJ,"Inria, LISN, Université Paris-Saclay",Human Computer Interaction
280,Xiangyang Li,2019,China,"For contributions to the design, analysis and optimization of IoT and mobile systems
",https://awards.acm.org/award-recipients/li_5098611,https://scholar.google.com/citations?user=wZKoSgsAAAAJ,HuaZhong Agricultural University,Bacterial genome analysis Bacterial metal resistance
281,Xilin Chen,2019,China,For contributions to face and sign language recognition and multimedia systems,https://awards.acm.org/award-recipients/chen_9151253,https://scholar.google.com/citations?user=vVx2v20AAAAJ,"Institute of Computing Technology, Chinese Academy of Sciences",Computer Vision Pattern Recognition Machine Learning
282,Alec Wolman ,2018,USA,For contributions to trusted mobile systems and services,https://awards.acm.org/award-recipients/wolman_3324563,https://scholar.google.com/citations?user=DVml6kMAAAAJ,Microsoft Research,Mobile Systems Operating Systems Distributed Systems Security
283,Alex C. Snoeren ,2018,USA,"For innovative approaches to measuring, managing and directing network traffic",https://awards.acm.org/award-recipients/snoeren_5175211,https://scholar.google.com/citations?user=lBzZU1IAAAAJ,UC San Diego,Networking Distributed Systems Security wireless networks
284,Amy S Bruckman,2018,USA,For contributions to collaborative computing and foundational work in Internet research ethics.,https://awards.acm.org/award-recipients/bruckman_3906062,,,[]
285,Andre M Dehon,2018,USA,"For contributions to architecture exploration and design automation of spatially programmable computing fabrics, especially FPGAs",https://awards.acm.org/award-recipients/dehon_3448123,,,[]
286,Avi Wigderson,2018,USA,For contributions to theoretical computer science and mathematics,https://awards.acm.org/award-recipients/wigderson_3844537,,,[]
287,Bangalore S Manjunath,2018,USA,"For contributions to image search and retrieval with applications in digital libraries, marine sciences, and biology",https://awards.acm.org/award-recipients/manjunath_5138235,https://scholar.google.com/citations?user=P9qLEo4AAAAJ,"… of Research, Swami Vivekananda Yoga Anusandhana Samsthana (S-VYASA) Bangalore",Yoga Ageing Psychophysiology rehabilitation meditation
288,Bruce M Maggs,2018,USA,For contributions to the development of content distribution networks and the theory of computer networks,https://awards.acm.org/award-recipients/maggs_3684958,,,[]
289,Dan Halperin,2018,Israel,For contributions to robust geometric computing and applications to robotics and automation,https://awards.acm.org/award-recipients/halperin_4119301,https://scholar.google.com/citations?user=2-e0jiEAAAAJ,"Professor of Computer Science, Tel Aviv University",computational geometry robust geometric computing robotics and automation motion planning
290,David Parkes,2018,USA,"For contributions to computational markets, including novel mechanism design and incentive engineering methods",https://awards.acm.org/award-recipients/parkes_9764989,https://scholar.google.com/citations?user=JUn8PgwAAAAJ,"George F. Colony Professor of Computer Science, Harvard University",Economics and Computation Multi-Agent Systems
291,Dr Kimberly Keeton,2018,USA,"For contributions improving the dependability, manageability, and usability of storage and novel memory systems",https://awards.acm.org/award-recipients/keeton_4065769,https://scholar.google.com/citations?user=wR_tv-kAAAAJ,Google,computer systems operating systems distributed systems storage and information management performance evaluation
292,Dr Mario Gerla ,2018,USA,For contributions to design and analysis of mobile wireless protocols for vehicular safety and traffic applications,https://awards.acm.org/award-recipients/gerla_6390231,https://scholar.google.com/citations?user=mO3xwbwAAAAJ,,
293,Dr Matthew Roughan,2018,Australia,"For contributions to Internet measurement and analysis, with applications to network engineering",https://awards.acm.org/award-recipients/roughan_1189487,https://scholar.google.com/citations?user=Mnkm_NsAAAAJ,"School of Mathematical Sciences, University of Adelaide",Network Modelling Network Measurements Network Management
294,Dr. Aaron Hertzmann,2018,USA,"For contributions to computer graphics, non-photorealistic rendering, computer animation, and machine learning",https://awards.acm.org/award-recipients/hertzmann_4551057,https://scholar.google.com/citations?user=ZcWO2AEAAAAJ,Adobe,Computer graphics computer vision machine learning human-computer interaction
295,Dr. Bhavani Thuraisingham,2018,USA,"For contributions to methods, tools, and systems for security and privacy of data and applications",https://awards.acm.org/award-recipients/thuraisingham_2058444,https://scholar.google.com/citations?user=o_xUNWkAAAAJ,"Cyber Security Research and Education Institute, University of Texas at Dallas",Data Security Data Mining Social Computing
296,Dr. Gerald Tesauro,2018,USA,"For contributions to reinforcement learning, neural networks, and intelligent autonomous agents",https://awards.acm.org/award-recipients/tesauro_3484462,https://scholar.google.com/citations?user=5_UCvUgAAAAJ,IBM Research,Machine Learning Reinforcement Learning Multi-Agent Learning
297,Dr. Tom Leighton,2018,USA,"For his leadership in the establishment of content delivery networks, and his contributions to algorithm design",https://awards.acm.org/award-recipients/leighton_3453302,https://scholar.google.com/citations?user=wF_uDfcAAAAJ,Leibniz-Institut zur Analyse des Biodiversitätswandels,
298,Elizabeth Belding,2018,USA,For contributions to communication in mobile networks and their deployment in developing regions,https://awards.acm.org/award-recipients/belding_5044698,https://scholar.google.com/citations?user=3G79TTEAAAAJ,UC Santa Barbara,mobile networking wireless networks ICT4D
299,Ellen M Voorhees,2018,USA,"For contributions in evaluation of information retrieval, question answering, and other language technologies",https://awards.acm.org/award-recipients/voorhees_3103744,,,[]
300,Fei-Fei Li,2018,USA,For contributions in building large knowledge bases for machine learning and visual understanding,https://awards.acm.org/award-recipients/li_4289668,https://scholar.google.com/citations?user=rDfyQnIAAAAJ,"Professor of Computer Science, Stanford University",Artificial Intelligence Machine Learning Computer Vision Neuroscience
301,Frank Mueller,2018,USA,"For contributions to the predictability of real-time systems, resilience in high-performance computing, and multi-threading techniques",https://awards.acm.org/award-recipients/mueller_3510757,https://scholar.google.com/citations?user=-EhNbmcAAAAJ,"Professor of Oceanography, College of Marine Science, University of South Florida",Oceanography nutrient cycling continental margins carbon flux climate change
302,Gul Agha,2018,USA,"For research in concurrent programming and formal methods, specifically the Actor Model",https://awards.acm.org/award-recipients/agha_2268985,https://scholar.google.com/citations?user=orHlhhQAAAAJ,"Professor of Computer Science, University of Illinois at Urbana-Champaign and CEO …",Programming Languages Concurrency Theory Formal Methods Software Engineering Sensor Networks
303,Gurudatta Parulkar,2018,USA,For contributions to improving the Internet architecture and open source software,https://awards.acm.org/award-recipients/parulkar_2949303,,,[]
304,Huan Liu,2018,USA,For contributions in feature selection for data mining and knowledge discovery and in social computing,https://awards.acm.org/award-recipients/liu_3081791,https://scholar.google.com/citations?user=Dzf46C8AAAAJ,"Regents Professor of CSE, Arizona State University",AI Data Mining Feature Selection Social Computing Social Media Mining
305,Jan Camenisch,2018,Switzerland,For contributions to privacy-enhancing cryptographic protocols and leadership in their practical realization,https://awards.acm.org/award-recipients/camenisch_6375022,https://scholar.google.com/citations?user=T6esJiIAAAAJ,DFINITY,Privacy Cryptography Cryptographic Protocols Identity Management
306,Jessica K Hodgins ,2018,USA,"For contributions to character animation, human simulation, and humanoid robotics.",https://awards.acm.org/award-recipients/hodgins_3953155,,,[]
307,Jiebo Luo,2018,USA,For contributions to multimedia content analysis and social multimedia informatics,https://awards.acm.org/award-recipients/luo_4262591,https://scholar.google.com/citations?user=CcbnBvgAAAAJ,"Albert Arendt Hopeman Professor of Engineering, University of Rochester",AI multimedia computational social science computational medicine big data analytics
308,Johan Håstad,2018,Sweden,"For contributions in circuit complexity, approximability and inapproximability, and foundations of pseudorandomness",https://awards.acm.org/award-recipients/h%25C3%25A5stad_3245750,https://scholar.google.com/citations?user=n0QrdEMAAAAJ,"Professor i teoretisk datalogi, KTH",complexity theory efficient algorithms cryptography
309,Juan E Gilbert,2018,USA,For contributions to broadening participation in computing and to accessible voting technologies,https://awards.acm.org/award-recipients/gilbert_4661013,https://scholar.google.com/citations?user=FKbHXRUAAAAJ,University of Florida,Computing for Social Good Voting Systems Electronic Voting Broadening Participation in Computing Human-Centered Computing
310,Katy Borner,2018,USA,For contributions to methods and tools that enable users to render data into actionable insights,https://awards.acm.org/award-recipients/borner_9001082,https://scholar.google.com/citations?user=YirSp_cAAAAJ,"Victor H. Yngve Distinguished Professor of Engineering and Information Science, Indiana …",Network Science Information Visualization Scientometrics Science Studies Cyberinfrastructure
311,Krste Asanovic ,2018,USA,"For contributions to computer architecture, including the open RISC-V instruction set and Agile hardware development",https://awards.acm.org/award-recipients/asanovic_3737731,https://scholar.google.com/citations?user=e4I7ihkAAAAJ,UC Berkeley,Computer Architecture VLSI Design Parallel Programming
312,Lili Qiu ,2018,USA,For contributions to the design and analysis of wireless network protocols and mobile systems,https://awards.acm.org/award-recipients/qiu_0655423,https://scholar.google.com/citations?user=16posrQAAAAJ,"NAI Fellow, ACM Fellow, IEEE Fellow, Professor, Dept. of Computer Science, The University …",Wireless Networks Wireless Sensing Mobile Computing 5G Computer Networks.
313,Lillian Lee,2018,USA,"For contributions to natural language processing, sentiment analysis, and computational social science",https://awards.acm.org/award-recipients/lee_5392887,https://scholar.google.com/citations?user=oJESe-cAAAAJ,"Professor of Computer Science, Cornell University. Pls see my homepg for data+updates+ …",all pubs hand-verified to be actually mine natural language processing computational linguistics computational social science
314,Michael Littman,2018,USA,For contributions to the design and analysis of sequential decision making algorithms in artificial intelligence,https://awards.acm.org/award-recipients/littman_5691718,https://scholar.google.com/citations?user=iRMZ2hoAAAAJ,Brown University,reinforcement learning machine learning artificial intelligence
